553,"Fall 2012",6,8,"Tuesday","Second","Guitar/MS","Bryan",4,64,2,20120918,20130122,1,"http://sfschool.org/drupal/node/62","6th Grade Room",0,0,0,
554,"Fall 2012",5,8,"Tuesday","First","Clarinet","Morgan",4,64,2,20120918,20130122,1,"http://sfschool.org/drupal/node/20","4th Grade Room",0,0,0,
555,"Fall 2012",5,8,"Tuesday","Second","Clarinet","Morgan",4,64,2,20120918,20130122,1,"http://sfschool.org/drupal/node/20","4th Grade Room",0,0,0,
556,"Fall 2012",6,8,"Tuesday","First","Junior Counselor/Sewing","Staff",0,0,2,20120918,20130122,1,"http://sfschool.org/drupal/node/65","Preschool, Art Room",0,0,1,
557,"Fall 2012",6,8,"Tuesday","First","SMART","Staff",0,0,0,20120918,20130122,1,"http://sfschool.org/drupal/node/72",,0,0,1," "
558,"Fall 2012",6,8,"Tuesday","First","Volleyball","Staff",0,0,0,20120918,20130122,1,"http://sfschool.org/drupal/node/12","Green Top",0,0,1,
559,"Fall 2012",4,8,"Wednesday","First","Homework","Staff",0,0,0,20120919,20130123,1,"http://sfschool.org/drupal/node/16","Library",0,0,0,
560,"Fall 2012",1,8,"Wednesday","First","Indoor/Outdoor Choice","Staff",0,0,0,20120919,20130123,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0,
561,"Fall 2012",2,5,"Wednesday","First","Ceramics","Ruth",0,0,10,20120919,20130123,1,"http://sfschool.org/drupal/node/77","Art Room",0,0,0,
562,"Fall 2012",4,8,"Wednesday","First","Pixel Power: Digital Art","Bethany",1,16,10,20120919,20130123,1,"http://sfschool.org/drupal/node/93","4th Grade Room",0,0,0,
563,"Fall 2012",6,8,"Wednesday","First","Writing Workshop","Erika",0,0,0,20120919,20130123,1,"http://sfschool.org/drupal/node/94","6th Grade Room",0,0,0,
564,"Fall 2012",4,8,"Wednesday","First","Drumming - Beginning","Michaelle",3,48,5,20120919,20130123,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0,
565,"Fall 2012",4,8,"Wednesday","Second","Drumming","Michaelle",3,48,5,20120919,20130123,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0,
566,"Fall 2012",3,5,"Wednesday","First","Clarinet (group)","Morgan",3,48,6,20120919,20130123,1,"http://sfschool.org/drupal/node/22","5th Grade Classroom",0,0,0,
567,"Fall 2012",3,5,"Wednesday","Second"," Clarinet (private)","Morgan",3,48,6,20120919,20130123,1,"http://sfschool.org/drupal/node/22","5th Grade Classroom",0,0,0,
568,"Fall 2012",6,8,"Wednesday","First","Cross Country","Staff",0,0,0,20120919,20130123,1,"http://sfschool.org/drupal/node/47","Green Top",0,0,1,
569,"Fall 2012",6,8,"Wednesday","First","Junior Counselor Preschool","Staff",0,0,2,20120919,20130123,1,"http://sfschool.org/drupal/node/65","Preschool, Art Room",0,0,1,
570,"Fall 2012",6,8,"Wednesday","First","SMART","Staff",0,0,0,20120919,20130123,1,"http://sfschool.org/drupal/node/72",,0,0,1,
571,"Fall 2012",4,8,"Wednesday","Morning","Band","James",0,0,0,20120919,20130123,1,"http://sfschool.org/drupal/node/53","Music Room",0,0,1,
572,"Fall 2012",4,8,"Thursday","First","Homework","Staff",0,0,0,20120920,20130124,1,"http://sfschool.org/drupal/node/16","Library",0,0,0,
573,"Fall 2012",1,8,"Thursday","First","Indoor/Outdoor Choice","Staff",0,0,0,20120920,20130124,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0,
574,"Fall 2012",1,5,"Thursday","First","Quick Crafts","Ruth",0,0,10,20120920,20130124,1,"http://sfschool.org/drupal/node/83","Art Room",0,0,0,
575,"Fall 2012",4,6,"Thursday","First","Mobile Game Design","Mary Jean Koontz",2,32,10,20120920,20130124,1,"http://sfschool.org/drupal/node/95","4th Grade Room",,0,0,
576,"Fall 2012",4,8,"Thursday","First","Trumpet","John",4,64,2,20120920,20130124,1,"http://sfschool.org/drupal/node/26","Spanish",0,0,0,
577,"Fall 2012",4,8,"Thursday","Second","Trumpet","John",4,64,2,20120920,20130124,1,"http://sfschool.org/drupal/node/26","Spanish",0,0,0,
578,"Fall 2012",4,8,"Thursday","First","Saxophone","TBA",4,64,2,20120920,20130124,1,"http://sfschool.org/drupal/node/52","5th Grade Classroom",0,0,0,
579,"Fall 2012",4,8,"Thursday","Second","Saxophone","TBA",4,64,2,20120920,20130124,1,"http://sfschool.org/drupal/node/52","5th Grade Classroom",0,0,0,
580,"Fall 2012",6,8,"Thursday","First","Junior Counselor Preschool","Staff",0,0,2,20120920,20130124,1,"http://sfschool.org/drupal/node/65","Preschoo, Art Rooml",0,0,1,
581,"Fall 2012",6,8,"Thursday","First","Volleyball","Staff",0,0,0,20120920,20130124,1,"http://sfschool.org/drupal/node/12","Green Top",0,0,1,
582,"Fall 2012",6,8,"Thursday","First","SMART","Staff",0,0,0,20120920,20130124,1,"http://sfschool.org/drupal/node/72",,0,0,1,
583,"Fall 2012",4,8,"Friday","First","Homework","Staff",0,0,0,20120921,20130125,1,"http://sfschool.org/drupal/node/16","Library",,,,
584,"Fall 2012",1,8,"Friday","First","Indoor/Outdoor Choice","Staff",0,0,0,20120921,20130125,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0,
585,"Fall 2012",6,8,"Friday","First","Amnesty International","Solveig",0,0,0,20120921,20130125,1,"http://sfschool.org/drupal/node/8","6th Grade Room",0,0,1,
586,"Fall 2012",4,8,"Friday","First","Crafters Club","Ruth",0,0,10,20120921,20130125,1,"http://sfschool.org/drupal/node/85","Art Room",0,0,0,
587,"Fall 2012",1,5,"Friday","First","Desserts Only!","Stacy Lee",1,16,10,20120921,20130125,1,"http://sfschool.org/drupal/node/96","Kitchen",0,0,0,
588,"Fall 2012",2,5,"Friday","First","Guitar/Elementary","Peter",3,48,8,20120921,20130125,1,"http://sfschool.org/drupal/node/25","Music Room",0,0,0,
589,"Fall 2012",2,5,"Friday","Second","Guitar/Elementary","Peter",3,48,8,20120921,20130125,1,"http://sfschool.org/drupal/node/25","Music Room",0,0,0,
590,"Fall 2012",6,8,"Friday","First","Junior Counselor Preschool","Staff",0,0,2,20120921,20130125,1,"http://sfschool.org/drupal/node/65","Preschool, Kitchen",0,0,1,
591,"Fall 2012",6,8,"Friday","First","SMART","Staff",0,0,0,20120921,20130125,1,"http://sfschool.org/drupal/72",,0,0,1,
